,Aircraft,Type Of Traveller,Seat Type,Route,Departure,Destination,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended
804,Boeing 777,Couple Leisure,Business Class,Gatwick to Mauritius,london,mauritius,Mar-17,3,4,3,3,1,,3,FALSE
786,A320,Business,Economy Class,London Heathrow to Munich,london,munich,Mar-17,3,3,1,1,3,,3,FALSE
780,Boeing 747-400,Business,Business Class,London Heathrow to New York JFK,london,new york,Mar-17,2,3,1,1,2,,1,FALSE
787,Boeing 747,Business,Economy Class,London to New York,london,new york,Mar-17,4,2,2,5,3,,3,FALSE
815,A321,Couple Leisure,Business Class,London Heathrow to Pisa,london,pisa,Mar-17,1,4,2,,1,,1,FALSE
811,Boeing 747-400,Solo Leisure,Premium Economy,LHR to YVR,london,vancouver,Mar-17,3,3,2,2,3,,2,FALSE
763,Boeing 787-8,Business,Economy Class,London to Seoul,london,seoul,Mar-17,1,4,2,3,4,,2,FALSE
806,A321,Solo Leisure,Economy Class,London to Toulouse,london,toulouse,Mar-17,2,1,1,,2,,1,FALSE
733,A320,Business,Economy Class,Gatwick to Amsterdam,london,amsterdam,Feb-17,3,5,3,,1,,2,FALSE
845,Boeing 767-300 ,Business,Economy Class,London Heathrow to Athens,london,athens,Feb-17,2,2,1,1,2,,2,FALSE
801,Boeing 777,Solo Leisure,Economy Class,London Heathrow to Bangkok,london,bangkok,Feb-17,3,2,4,1,4,1,3,FALSE
807,Boeing 777-200,Couple Leisure,Economy Class,Gatwick to Bridgetown,london,bridgetown,Feb-17,1,1,1,2,2,,1,FALSE
844,A319,Solo Leisure,Economy Class,London to Brussels,london,brussels,Feb-17,5,5,2,,5,,4,TRUE
829,Boeing 777,Couple Leisure,Economy Class,Gatwick to Cape Town,london,cape town,Feb-17,4,3,2,2,4,,4,TRUE
810,Boeing 747,Couple Leisure,Economy Class,London to Chicago,london,chicago,Feb-17,2,3,1,2,2,,1,FALSE
821,Boeing 747-400,Business,Business Class,London to Chicago O'Hare,london,chicago,Feb-17,5,5,5,4,5,,5,TRUE
828,Boeing 777-200,Business,First Class,London Heathrow to Chicago,london,chicago,Feb-17,1,1,1,1,3,1,1,FALSE
855,A320,Solo Leisure,Economy Class,London Heathrow to Copenhagen,london,copenhagen,Feb-17,3,4,,,4,,3,FALSE
812,A320,Couple Leisure,Economy Class,London Heathrow to Gibraltar,london,gibraltar,Feb-17,3,2,1,,2,,3,FALSE
840,Boeing 777,Business,Business Class,London to Hong Kong,london,hong kong,Feb-17,4,4,4,4,4,,4,TRUE
818,Boeing 767,Business,Economy Class,London to Larnaca,london,larnaca,Feb-17,1,2,3,2,2,1,1,FALSE
832,Boeing 747-400,Couple Leisure,Economy Class,London to Las Vegas,london,las vegas,Feb-17,4,5,5,4,5,,5,TRUE
776,Boeing 747-400,Solo Leisure,Economy Class,Los Angeles to London Heathrow,los angeles,london,Feb-17,1,3,1,2,3,,1,FALSE
802,Boeing 777-300,Solo Leisure,Economy Class,Beijing to London,beijing,london,Feb-17,4,3,2,2,4,,3,FALSE
819,Boeing 747-400,Business,Premium Economy,Chicago to London,chicago,london,Feb-17,5,5,3,5,4,,4,TRUE
820,Boeing 747-400,Couple Leisure,Economy Class,Phoenix to London Heathrow,phoenix,london,Feb-17,1,2,1,1,2,1,1,FALSE
823,Boeing 777,Couple Leisure,Business Class,San Jose to London Gatwick,san jose,london,Feb-17,4,3,1,1,1,1,1,FALSE
825,A320,Business,Economy Class,Lisbon to London,lisbon,london,Feb-17,2,2,,,3,,2,FALSE
827,A320,Solo Leisure,Economy Class,Istanbul to London,istanbul,london,Feb-17,3,5,1,1,3,,2,FALSE
830,Boeing 787-8 / 787-9,Solo Leisure,Premium Economy,Toronto to London,toronto,london,Feb-17,3,4,2,1,4,,3,FALSE
834,Embraer 170,Solo Leisure,Economy Class,Edinburgh to London City,edinburgh,london,Feb-17,3,3,3,,1,,4,FALSE
835,Boeing 747,Couple Leisure,Economy Class,Accra to London Heathrow,accra,london,Feb-17,2,3,2,3,4,,3,FALSE
838,A380,Solo Leisure,Economy Class,Washington to London,washington,london,Feb-17,5,5,4,4,5,,5,TRUE
841,A320,Business,Business Class,Paris to London,paris,london,Feb-17,3,4,3,,4,,4,TRUE
842,Boeing 747,Business,Premium Economy,Chicago to London Heathrow,chicago,london,Feb-17,1,1,1,1,1,1,1,FALSE
846,Boeing 777,Business,Business Class,Doha to London Heathrow,doha,london,Feb-17,1,1,1,4,3,,2,FALSE
847,A319,Solo Leisure,Economy Class,LBA to LHR,leeds,london,Feb-17,3,2,1,,4,,3,FALSE
848,A380,Business,Economy Class,Los Angeles to London,los angeles,london,Feb-17,2,1,1,1,2,,1,FALSE
836,Boeing 777,Couple Leisure,Business Class,London Gatwick to Mauritius ,london,mauritius,Feb-17,4,3,4,4,2,,3,FALSE
822,Boeing 777,Business,Premium Economy,London to Mumbai,london,mumbai,Feb-17,2,2,2,1,2,,3,FALSE
794,Boeing 777,Couple Leisure,Premium Economy,London to Nairobi,london,nairobi,Feb-17,4,5,4,,4,,4,TRUE
833,A320,Business,Economy Class,London Heathrow to Rome,london,rome,Feb-17,4,1,1,,5,,2,FALSE
843,"Boeing 767, A319",Family Leisure,Economy Class,London Heathrow to Rome,london,rome,Feb-17,2,2,2,2,4,,2,FALSE
758,A380-800,Couple Leisure,Economy Class,Heathrow to San Francisco,london,san francisco,Feb-17,4,5,5,5,5,,5,TRUE
831,A319,Business,Economy Class,London Heathrow to Stuttgart,london,stuttgart,Feb-17,1,2,1,,1,,1,FALSE
837,Boeing 747-400,Solo Leisure,Economy Class,London to Vancouver,london,vancouver,Feb-17,2,5,4,3,4,,3,TRUE
883,A321,Solo Leisure,Business Class,LHR to AMM,london,amman,Jan-17,5,5,3,3,3,,4,TRUE
852,Boeing 777-200ER,Couple Leisure,Economy Class,Gatwick to Barbados,london,barbados,Jan-17,2,3,1,1,3,1,2,FALSE
859,A320,Solo Leisure,Business Class,London Gatwick to Barcelona,london,barcelona,Jan-17,1,1,1,,1,,1,FALSE
703,A320,Couple Leisure,Economy Class,Gatwick to Bordeaux,london,bordeaux,Jan-17,1,2,1,,1,,1,TRUE
868,Boeing 747-400,Couple Leisure,First Class,LHR to CPT,london,cape town,Jan-17,3,5,4,2,3,,3,FALSE
875,Boeing 747-400,Couple Leisure,Business Class,LHR to CPT,london,cape town,Jan-17,3,3,3,3,4,,3,FALSE
873,Boeing 747,Business,Economy Class,LHR to DXB,london,dubai,Jan-17,2,2,1,2,1,,2,FALSE
857,Boeing 777,Solo Leisure,Business Class,LHR to HKG,london,hong kong,Jan-17,1,2,2,2,1,,2,FALSE
882,Boeing 777,Solo Leisure,Business Class,LHR to HKG,london,hong kong,Jan-17,3,2,2,4,1,,1,FALSE
889,Boeing 777,Couple Leisure,Business Class,LHR to HKG,london,hong kong,Jan-17,1,4,4,2,3,,1,FALSE
850,A320,Business,Business Class,LHR to IST,london,istanbul,Jan-17,2.961603613777527,3.411067193675889,,,1,,1,FALSE
790,Boeing 747,Business,Economy Class,Miami to London,miami,london,Jan-17,1,3,1,1,1,,1,FALSE
826,A320,Solo Leisure,Economy Class,Berlin to London,berlin,london,Jan-17,5,5,2,3,5,,2,TRUE
839,BoeingÂ 777,Business,Economy Class,Bangkok to London,bangkok,london,Jan-17,1,3,1,1,3,1,1,FALSE
849,A380,Solo Leisure,Business Class,Hong Kong to London,hong kong,london,Jan-17,4,4,3,3,4,,5,TRUE
853,A320,Business,Economy Class,Bordeaux to London Gatwick,bordeaux,london,Jan-17,2,3,2,,5,,5,TRUE
860,A320,Solo Leisure,Economy Class,SOF to LHR,sofia,london,Jan-17,1,1,1,,2,,1,FALSE
861,Boeing 747,Solo Leisure,Economy Class,YVR to LHR,vancouver,london,Jan-17,3,5,5,3,5,,4,TRUE
865,A321,Business,Economy Class,MAD to LHR,madrid,london,Jan-17,2,3,1,1,3,1,1,FALSE
867,A320,Business,Business Class,MLA to LGW,malta,london,Jan-17,2,3,,,3,,2,FALSE
872,Boeing 747,Solo Leisure,Economy Class,Miami to London,miami,london,Jan-17,2,1,1,1,2,1,1,FALSE
877,A320,Solo Leisure,Economy Class,LED to LHR,st. petersburg,london,Jan-17,3,4,1,1,4,,2,FALSE
879,A320,Couple Leisure,Economy Class,FUE to LGW,fuerteventura island,london,Jan-17,2,3,1,,4,,3,FALSE
880,Boeing 777,Solo Leisure,Business Class,IAH to LHR,houston,london,Jan-17,4,2,4,4,4,,4,TRUE
886,A320,Couple Leisure,Economy Class,ATH to LHR,athens,london,Jan-17,4,5,3,,5,,4,TRUE
887,Boeing 747,Family Leisure,Business Class,MIA to LHR,miami,london,Jan-17,1,4,3,3,4,,1,FALSE
858,Boeing 777,Couple Leisure,Economy Class,London Gatwick to Mauritius,london,mauritius,Jan-17,4,5,4,4,4,,4,TRUE
862,A320,Business,Economy Class,LHR to MXP,london,milan,Jan-17,1,1,1,1,2,1,3,FALSE
866,Boeing 777,Solo Leisure,First Class,LHR to PHL,london,philadelphia,Jan-17,5,4,4,4,4,,5,TRUE
884,A320 / Boeing 767,Family Leisure,Economy Class,LHR to FCO,london,rome,Jan-17,4,5,4,,5,,4,TRUE
851,A320,Solo Leisure,Business Class,Gatwick to Salzburg,london,salzburg,Jan-17,4,4,4,,5,,5,TRUE
854,A380,Couple Leisure,Business Class,LHR to SFO,london,san francisco,Jan-17,5,5,5,4,1,,4,TRUE
577,Boeing 787,Solo Leisure,Business Class,London Heathrow to Seoul Incheon,london,seoul,Jan-17,3,4,2,3,2,,3,FALSE
871,Boeing 777,Couple Leisure,Business Class,Gatwick to Tampa,london,tampa,Jan-17,3,3,2,2,1,,1,FALSE
856,A380,Solo Leisure,Economy Class,LHR to IAD,london,washington,Jan-17,3,5,5,5,5,,5,TRUE
864,A320,Business,Economy Class,London to Zurich,london,zurich,Jan-17,2,1,1,,2,,1,FALSE
918,Boeing 777,Couple Leisure,Business Class,SIN to  SYD,singapore,sydney,Dec-16,2,1,2,2,1,,1,FALSE
905,Boeing 787-900,Solo Leisure,Business Class,LHR to AUS,london,austin,Dec-16,2,4,3,3,4,,2,TRUE
916,Boeing 777,Family Leisure,Economy Class,LHR to BKK,london,bangkok,Dec-16,2,2,2,1,4,1,2,FALSE
878,Boeing 777,Couple Leisure,Business Class,LGW to BGI,london,bridgetown,Dec-16,1,1,1,1,1,,1,FALSE
881,Boeing 777,Couple Leisure,Business Class,LGW to CUN,london,cancun,Dec-16,3,3,1,1,3,,2,FALSE
899,Boeing 747-400,Solo Leisure,Economy Class,LHR to CPT,london,cape town,Dec-16,4,5,4,5,3,,5,TRUE
897,A320,Business,Economy Class,LHR to CPH,london,copenhagen,Dec-16,1,1,1,1,1,1,1,FALSE
901,A320 / Boeing 767,Business,Economy Class,LHR to EDI,london,edinburgh,Dec-16,4,3,1,,4,,3,TRUE
902,Boeing 777,Solo Leisure,Economy Class,LHR to EZE,london,ezeiza,Dec-16,1,2,2,1,2,,2,FALSE
906,A380,Business,Business Class,LHR to HKG,london,hong kong,Dec-16,4,4,4,3,4,,5,TRUE
891,Boeing 777,Couple Leisure,Economy Class,LHR to LIM,london,lima,Dec-16,3,3,3,3,3,,3,TRUE
914,A320,Business,Business Class,LHR to LIS,london,lisbon,Dec-16,1,2,1,1,1,,1,FALSE
578,Boeing 787,Solo Leisure,Business Class,Seoul Incheon to London Heathrow,seoul,london,Dec-16,3,3,3,3,4,,3,FALSE
874,A320,Solo Leisure,Economy Class,GLA to LGW,glasgow,london,Dec-16,1,4,1,,4,,2,FALSE
885,Boeing 787,Couple Leisure,Economy Class,KUL to LHR,kuala lumpur,london,Dec-16,1,3,2,1,4,1,2,FALSE
888,Boeing 777,Couple Leisure,Economy Class,SYD to LHR,sydney,london,Dec-16,1,1,1,1,1,1,1,FALSE
890,Boeing 787-9,Solo Leisure,Business Class,YYZ to LHR,toronto,london,Dec-16,3,5,4,4,4,,4,TRUE
892,Boeing 747,Solo Leisure,Economy Class,CUN to LGW,cancun,london,Dec-16,3,4,2,3,4,,2,FALSE
895,Boeing 787,Couple Leisure,Economy Class,BWI to LHR,baltimore,london,Dec-16,2,3,2,3,1,,1,FALSE
896,Boeing 787,Couple Leisure,Premium Economy,BKK to LHR,bangkok,london,Dec-16,4,4,2,5,4,,3,FALSE
900,Boeing 777-200,Couple Leisure,First Class,UVF to LGW,vieux fort,london,Dec-16,1,3,2,1,4,,1,FALSE
903,A380,Solo Leisure,Economy Class,HKG to LHR,hong kong,london,Dec-16,1,3,3,1,3,,4,TRUE
907,A380 and Boeing 777,Solo Leisure,Premium Economy,IAD to LHR,washington,london,Dec-16,5,5,5,,5,,5,TRUE
908,Boeing 787,Business,Business Class,CTU to LHR,chengdu,london,Dec-16,2,3,1,2,2,1,1,FALSE
917,A321,Couple Leisure,Business Class,LHR to MAD,london,madrid,Dec-16,4,4,4,,4,,3,TRUE
824,A380,Solo Leisure,Economy Class,London to Miami,london,miami,Dec-16,4,4,1,5,5,,5,TRUE
909,Boeing 777,Solo Leisure,Premium Economy,LHR to SEA,london,seattle,Dec-16,3,2,2,3,4,,3,TRUE
898,Boeing 777,Couple Leisure,Economy Class,LGW to ANU,london,st. george,Dec-16,3,3,1,2,1,1,2,FALSE
911,Boeing 777-200,Couple Leisure,First Class,LGW to UVF,london,vieux fort,Dec-16,3,2,1,1,1,,1,FALSE
948,A320,Solo Leisure,Business Class,LGW to ALC,london,alicante,Nov-16,2,2,3,,3,,3,TRUE
938,Boeing 787-900,Couple Leisure,Premium Economy,LHR to BWI,london,baltimore,Nov-16,5,5,4,5,5,,5,TRUE
949,Boeing 777-200,Solo Leisure,Premium Economy,LHR to BKK,london,bangkok,Nov-16,2,2,1,1,2,1,2,FALSE
957,Boeing 777,Solo Leisure,Economy Class,LHR to BKK,london,bangkok,Nov-16,3,4,1,3,3,,3,TRUE
931,A320,Business,Economy Class,LHR to BHD,london,belfast,Nov-16,4,5,4,,5,,3,TRUE
950,Boeing 777,Couple Leisure,Premium Economy,LGW to BGI,london,bridgetown,Nov-16,1,1,1,3,1,,1,FALSE
912,Boeing 747-400,Couple Leisure,Economy Class,LHR to CPT,london,cape town,Nov-16,1,1,1,2,4,2,1,FALSE
946,Boeing 787,Family Leisure,First Class,LHR to DXB,london,dubai,Nov-16,3,4,2,3,2,,2,FALSE
958,A319,Business,Business Class,LHR to GVA,london,geneva,Nov-16,2,5,1,,4,,2,FALSE
915,A380 800,Couple Leisure,Economy Class,LHR to HKG,london,hong kong,Nov-16,1,2,1,4,3,3,2,FALSE
920,A380,Family Leisure,Economy Class,LHR to HKG,london,hong kong,Nov-16,1,2,,,3,,2,FALSE
876,Boeing 787-9,Solo Leisure,First Class,LHR to KUL,london,kuala lumpur,Nov-16,3,1,1,3,3,,1,FALSE
932,Boeing 737,Solo Leisure,Economy Class,LHR to KBP,london,kyiv,Nov-16,3,4,3,2,4,2,4,TRUE
933,Boeing 747-400,Solo Leisure,First Class,LHR to LAS,london,las vegas,Nov-16,5,5,5,2,4,,4,TRUE
943,A320,Business,Economy Class,LHR to LIS,london,lisbon,Nov-16,5,2,1,,1,,2,FALSE
688,Boeing 787,Couple Leisure,Business Class,Chennai to London,chennai,london,Nov-16,2,2,3,4,2,,2,FALSE
910,Boeing 777,Solo Leisure,Business Class,SEA to LHR,seattle,london,Nov-16,4,3,3,4,2,,2,TRUE
921,A380,Business,First Class,SIN to LHR,singapore,london,Nov-16,5,5,5,4,3,,4,TRUE
922,Boeing 777-200ER,Solo Leisure,Economy Class,JFK to LHR,new york,london,Nov-16,4,4,4,3,4,,4,TRUE
924,Boeing 787-800,Couple Leisure,Business Class,MAA to LHR,chennai,london,Nov-16,5,5,5,3,3,3,3,FALSE
925,A380,Business,Premium Economy,SIN to LHR,singapore,london,Nov-16,5,5,5,4,5,5,5,TRUE
926,Boeing 777,Couple Leisure,Economy Class,TLV to LHR,tel aviv,london,Nov-16,3,5,5,4,3,,4,TRUE
927,A320,Solo Leisure,Business Class,RAK to LGW,marrakech,london,Nov-16,4,5,3,,2,,3,TRUE
936,A380,Couple Leisure,First Class,JNB to LHR,johannesburg,london,Nov-16,5,3,1,3,2,,1,FALSE
937,A380,Couple Leisure,Premium Economy,MIA to LHR,miami,london,Nov-16,5,4,4,5,3,,4,TRUE
939,A320,Solo Leisure,Economy Class,SOF to LHR,sofia,london,Nov-16,1,2,1,,1,,1,FALSE
940,Boeing 787-800 / 777-200,Couple Leisure,First Class,YYZ to LHR,toronto,london,Nov-16,4,4,1,4,1,,2,FALSE
942,Boeing 747-400,Couple Leisure,First Class,DFW to LHR,dallas,london,Nov-16,5,5,4,4,4,,4,TRUE
945,A320,Business,Economy Class,LIS to LHR,lisbon,london,Nov-16,5,5,5,,5,,5,TRUE
947,Boeing 777,Couple Leisure,First Class,DXB to LHR,dubai,london,Nov-16,3,4,1,3,2,,2,FALSE
952,Boeing 777,Couple Leisure,Premium Economy,MRU to LGW,port louis,london,Nov-16,2,1,1,1,3,,1,FALSE
953,A320,Solo Leisure,Economy Class,ATH to LHR,athens,london,Nov-16,3,5,1,,5,,1,FALSE
955,Boeing 767-300,Business,Economy Class,LCA to LHR,larnarca,london,Nov-16,2,2,1,1,2,,1,FALSE
960,Boeing 777,Couple Leisure,Premium Economy,UVF  to LGW,uvf ,london,Nov-16,2,2,1,2,5,,1,FALSE
923,Boeing 777,Business,First Class,LHR to YYZ,london,toronto,Nov-16,5,5,4,4,5,,5,TRUE
934,A321,Business,Economy Class,LHR to DME,london,moscow,Nov-16,3,2,1,4,4,,4,TRUE
956,Boeing 777-200,Family Leisure,Business Class,LGW to MCO,london,orlando,Nov-16,1,1,1,1,1,1,1,FALSE
930,A380,Business,First Class,LHR to SIN,london,singapore,Nov-16,5,5,5,4,5,,5,TRUE
893,Boeing 777-200ER,Family Leisure,Economy Class,LGW to TPA,london,tampa,Nov-16,3,4,4,3,5,1,3,TRUE
941,A380,Couple Leisure,First Class,LHR to IAD,london,washington,Nov-16,5,5,4,4,5,,4,TRUE
919,A321,Business,Business Class,LHR to ZRH,london,zurich,Nov-16,1,2,1,1,3,1,1,FALSE
990,Boeing 777,Couple Leisure,Premium Economy,LHR to ATL,london,atlanta,Oct-16,3,2,3,3,2,,3,FALSE
975,Boeing 747,Solo Leisure,First Class,LHR to BOS,london,boston,Oct-16,4,4,3,4,4,3,4,TRUE
935,Boeing 777,Business,Economy Class,LGW to BGI,london,bridgetown,Oct-16,2,1,1,2,4,,1,FALSE
969,A319,Business,Business Class,LHR to BRU,london,brussels,Oct-16,1,1,1,1,1,,1,FALSE
963,A320,Business,Business Class,LHR to OTP,london,bucharest,Oct-16,2,4,1,,2,,1,FALSE
913,Boeing 787,Couple Leisure,Premium Economy,LHR to YYC,london,calgary,Oct-16,5,5,3,4,5,4,4,TRUE
966,Boeing 747-400,Solo Leisure,Business Class,LHR to ORD,london,chicago,Oct-16,5,5,5,5,5,,5,TRUE
986,Boeing 747-400,Solo Leisure,Economy Class,LHR to DEN,london,denver,Oct-16,3,2,1,1,3,,3,TRUE
954,Boeing 787-9,Couple Leisure,First Class,LHR to KUL,london,kuala lumpur,Oct-16,3,4,3,3,4,,3,TRUE
989,A320,Solo Leisure,Economy Class,LHR to LIS,london,lisbon,Oct-16,5,5,4,,4,,5,TRUE
964,Boeing 787,Solo Leisure,Economy Class,ICN to LHR,seoul,london,Oct-16,4,5,5,5,4,,4,TRUE
965,A380,Couple Leisure,Business Class,HKG to LHR,hong kong,london,Oct-16,3,3,2,1,3,,2,FALSE
967,Boeing 747-400,Solo Leisure,Economy Class,YVR to LHR,vancouver,london,Oct-16,3,2,1,2,2,,2,FALSE
970,A320,Business,Business Class,MLA to LGW,malta,london,Oct-16,3,5,3,,1,,3,TRUE
971,Boeing 777-200,Couple Leisure,Business Class,BKK to LHR,bangkok,london,Oct-16,3,3,2,3,3,,3,FALSE
974,Boeing 777-300,Business,Premium Economy,HND to LHR,tokyo,london,Oct-16,2,2,1,3,3,,2,FALSE
981,A321-200,Solo Leisure,Economy Class,PMI to LHR,palma,london,Oct-16,5,5,5,,5,,5,TRUE
984,A320,Family Leisure,Economy Class,AGP to LGW,malaga,london,Oct-16,2,4,1,,4,,1,FALSE
987,Boeing 747-400,Couple Leisure,Economy Class,LAS to LHR,las vegas,london,Oct-16,2,2,2,1,4,1,1,FALSE
988,Boeing 747,Solo Leisure,Economy Class,BOS to LHR,boston,london,Oct-16,4,5,4,4,2,,4,TRUE
951,A380,Couple Leisure,First Class,LHR to LAX,london,los angeles,Oct-16,5,5,5,5,4,,5,TRUE
959,A380-800,Couple Leisure,Economy Class,LHR to LAX,london,los angeles,Oct-16,4,5,4,4,4,,4,TRUE
978,A320,Couple Leisure,Business Class,LGW to MLA,london,malta,Oct-16,1,1,3,,1,,1,FALSE
944,A380-800,Family Leisure,Economy Class,LHR to MIA,london,miami,Oct-16,3,3,1,1,2,,2,FALSE
968,A380,Couple Leisure,Premium Economy,LHR to MIA,london,miami,Oct-16,4,5,4,1,5,,4,TRUE
929,Boeing 777-200,Family Leisure,Economy Class,LHR to YYZ,london,toronto,Oct-16,3,4,3,3,5,,4,TRUE
962,Boeing 747-400,Couple Leisure,Economy Class,LHR to JFK,london,new york,Oct-16,2,3,2,3,1,,3,FALSE
979,A319,Family Leisure,Economy Class,LGW to NCE,london,nice,Oct-16,3,3,2,,3,,3,FALSE
904,Boeing 777,Family Leisure,Premium Economy,LHR to PHL,london,philadelphia,Oct-16,1,1,2,2,1,1,1,FALSE
972,A319,Family Leisure,Business Class,LGW to Pisa,london,pisa,Oct-16,1,4,2,,1,,1,FALSE
985,Boeing 777,Couple Leisure,Business Class,LGW to MRU,london,port louis,Oct-16,3,4,2,,4,,2,FALSE
976,Boeing 777-200,Couple Leisure,Economy Class,LHR to SFO,london,san francisco,Oct-16,1,1,2,1,2,,1,FALSE
982,Boeing 787,Couple Leisure,Economy Class,LHR to ICN,london,seoul,Oct-16,1,4,4,5,3,4,3,FALSE
977,A380,Business,First Class,LHR to SIN,london,singapore,Oct-16,4,4,3,3,1,,1,FALSE
961,A319,Family Leisure,Economy Class,LGW to VLC,london,valencia,Oct-16,3,4,3,,4,,4,TRUE
999,Boeing 767,Couple Leisure,Business Class,LHR to AMS,london,amsterdam,Sep-16,3,4,3,,5,,4,TRUE
1012,Boeing 767,Solo Leisure,Business Class,LHR to ATH,london,athens,Sep-16,1,1,1,3,3,,1,FALSE
998,Boeing 777-200,Couple Leisure,Business Class,LHR to BKK,london,bangkok,Sep-16,3,3,2,3,5,,3,FALSE
993,A319,Couple Leisure,Economy Class,LHR to BGO,london,bergen,Sep-16,3,4,3,,3,,3,TRUE
1017,Boeing 747-400,Solo Leisure,Economy Class,LHR to CPT,london,cape town,Sep-16,3,4,4,2,5,,4,TRUE
1016,Boeing 747,Business,Economy Class,LHR to DEN,london,denver,Sep-16,1,3,4,1,4,,2,FALSE
1022,A319,Couple Leisure,Economy Class,LHR to DUB,london,dublin,Sep-16,4,4,2,,4,,4,TRUE
1023,A320,Couple Leisure,Business Class,LGW to DBV,london,dubrovnik,Sep-16,3,5,3,,3,,3,TRUE
1024,A380-800,Solo Leisure,Business Class,LHR to HKG,london,hong kong,Sep-16,4,4,3,4,1,,3,FALSE
1013,Boeing 767,Business,Business Class,LHR to IST,london,istanbul,Sep-16,4,5,4,2,4,,4,TRUE
863,A380,Couple Leisure,Economy Class,London to Johannesburg,london,johannesburg,Sep-16,4,2,1,3,2,,2,FALSE
1004,A380,Couple Leisure,Economy Class,LHR to JNB,london,johannesburg,Sep-16,4,5,3,4,4,,5,TRUE
1008,A380,Business,Economy Class,LHR to JNB,london,johannesburg,Sep-16,3,2,3,2,3,,2,TRUE
1003,A320,Couple Leisure,Economy Class,LHR to KGS,london,kos,Sep-16,3,5,3,,4,,4,TRUE
1015,A320,Couple Leisure,Business Class,LHR to KRK,london,krakow,Sep-16,1,2,1,,1,,1,FALSE
1019,A320,Family Leisure,Economy Class,LHR to LCA,london,larnarca,Sep-16,3,4,1,1,3,,3,TRUE
894,A380,Solo Leisure,Premium Economy,LAX to LHR,los angeles,london,Sep-16,5,4,4,5,5,,5,TRUE
991,Boeing 777,Couple Leisure,Economy Class,BOS to LHR,boston,london,Sep-16,3,4,2,5,1,,4,TRUE
992,A380,Couple Leisure,Business Class,JNB to LHR,johannesburg,london,Sep-16,1,2,1,1,3,1,2,FALSE
995,Boeing 767,Family Leisure,Economy Class,LCA to LHR,larnarca,london,Sep-16,3,3,3,1,2,,2,FALSE
996,A380,Couple Leisure,First Class,SIN to LHR,singapore,london,Sep-16,4,5,4,,4,,4,TRUE
997,Boeing 777,Family Leisure,Economy Class,SJO to LGW,san jose,london,Sep-16,1,3,1,1,3,1,3,FALSE
1000,Boeing 787,Solo Leisure,Premium Economy,SJC to LHR,san jose,london,Sep-16,4,3,3,4,1,,4,TRUE
1005,Boeing 777-300,Couple Leisure,Economy Class,ATL to LHR,atlanta,london,Sep-16,1,2,1,4,1,,1,FALSE
1006,Boeing 787,Business,Premium Economy,AUH to LHR,abu dhabi,london,Sep-16,4,4,4,4,3,,4,TRUE
1009,Boeing 787,Family Leisure,Economy Class,AUH to LHR,abu dhabi,london,Sep-16,2,1,2,3,1,,3,FALSE
1014,Boeing 747-400,Couple Leisure,First Class,MIA to LHR,miami,london,Sep-16,1,1,1,1,1,,1,FALSE
1020,A320,Couple Leisure,Business Class,DBV to LGW,dubrovnik,london,Sep-16,3,3,1,,2,,2,FALSE
1025,A319,Solo Leisure,Business Class,AMS to LHR,amsterdam,london,Sep-16,3,5,4,,3,,3,TRUE
973,Boeing 747 400,Couple Leisure,Business Class,LHR to LAX,london,los angeles,Sep-16,5,3,4,2,5,,4,TRUE
1010,A319,Family Leisure,Economy Class,LGW to AGP,london,malaga,Sep-16,2,5,1,,2,,3,FALSE
1002,Boeing 777,Solo Leisure,Business Class,LGW to JFK,london,new york,Sep-16,2,5,4,4,3,,4,TRUE
1007,Boeing 777-200,Family Leisure,Premium Economy,London to JFK,london,new york,Sep-16,2,2,1,1,3,,2,FALSE
994,Boeing 777,Couple Leisure,Economy Class,LGW to MRU,london,port louis,Sep-16,3,1,1,2,3,,2,FALSE
1001,A319,Solo Leisure,Economy Class,LGW to OPO,london,porto,Sep-16,4,4,2,,3,,4,TRUE
1026,A320,Business,Business Class,LHR to TXL,london,berlin,Aug-16,1,1,1,1,1,1,1,FALSE
1040,787,Family Leisure,Premium Economy,LHR to YYC,london,calgary,Aug-16,5,2,3,5,1,2,1,FALSE
1046,A320,Solo Leisure,Economy Class,LHR to DUB,london,dublin,Aug-16,3,2,2,,1,,2,FALSE
661,A320,Solo Leisure,Economy Class,London to Frankfurt,london,frankfurt,Aug-16,3,1,1,,2,,2,FALSE
1027,E-170,Family Leisure,Economy Class,LCY to GVA,london,geneva,Aug-16,4,3,3,2,3,,2,FALSE
1032,A320,Business,Economy Class,LHR to GLA,london,glasgow,Aug-16,5,5,5,,4,,5,TRUE
1048,A380,Couple Leisure,Business Class,LHR to IAD ,london,iad ,Aug-16,1,3,3,4,3,,3,FALSE
1018,A380,Couple Leisure,Economy Class,LHR to JNB,london,johannesburg,Aug-16,1,1,1,2,2,,1,FALSE
1045,A320,Solo Leisure,Economy Class,LHR to KRK,london,krakow,Aug-16,3,3,2,,4,,5,TRUE
980,Boeing 787-9,Solo Leisure,First Class,LHR to KUL,london,kuala lumpur,Aug-16,4,1,1,1,2,,2,FALSE
1030,Boeing 767,Family Leisure,Business Class,LHR to LCA,london,larnarca,Aug-16,1,5,5,1,3,,2,FALSE
983,A380,Family Leisure,Economy Class,SIN to LHR,singapore,london,Aug-16,1,2,1,1,2,2,2,FALSE
